obserwacja_id,sklep_id,produkt_id,tydzien,kategoria,typ_sklepu,promocja,nowy_produkt,sprzedaz_rzeczywista,prognoza_bazowa,prognoza_alternatywna,blad_bazowy,blad_alternatywny,abs_blad_bazowy,abs_blad_alternatywny
126,1110,2085,21,przekaski,duzy,0,0,43,85,50,42,7,42,7
749,1045,2029,42,napoje,maly,0,0,20,15,25,-5,5,5,5
712,1044,2027,43,przekaski,dyskont,0,0,26,80,45,54,19,54,19
22,1095,2061,6,napoje,sredni,0,0,32,60,65,28,33,28,33
635,1015,2080,27,slodycze,dyskont,0,0,21,60,60,39,39,39,39
826,1012,2001,47,slodycze,maly,1,0,39,30,25,-9,-14,9,14
226,1026,2058,11,przekaski,duzy,1,0,46,90,90,44,44,44,44
879,1063,2080,37,slodycze,sredni,0,0,43,40,20,-3,-23,3,23
429,1011,2018,32,nabial,maly,1,0,41,25,25,-16,-16,16,16
603,1012,2063,34,slodycze,maly,0,0,10,20,15,10,5,10,5
745,1030,2008,34,nabial,maly,0,0,27,25,10,-2,-17,2,17
533,1111,2083,13,przekaski,maly,0,1,9,10,5,1,-4,1,4
450,1115,2010,18,slodycze,maly,0,0,12,15,25,3,13,3,13
589,1096,2038,37,nabial,maly,0,1,11,15,15,4,4,4,4
842,1105,2045,21,slodycze,maly,0,0,7,20,15,13,8,13,8
891,1076,2029,30,chemia,duzy,0,0,28,30,35,2,7,2,7
518,1044,2063,34,przekaski,duzy,0,0,34,40,40,6,6,6,6
506,1003,2074,25,slodycze,maly,0,0,12,20,20,8,8,8,8
557,1063,2067,44,chemia,sredni,0,0,15,15,15,0,0,0,0
825,1042,2078,1,slodycze,maly,0,0,15,20,25,5,10,5,10
428,1076,2071,28,nabial,maly,0,0,24,20,15,-4,-9,4,9
85,1004,2022,23,przekaski,sredni,0,0,13,35,40,22,27,22,27
423,1139,2082,8,nabial,sredni,0,0,43,45,50,2,7,2,7
54,1092,2086,36,napoje,maly,0,1,9,20,15,11,6,11,6
401,1072,2089,42,chemia,dyskont,0,0,57,30,40,-27,-17,27,17
425,1127,2071,21,napoje,sredni,0,0,42,55,45,13,3,13,3
765,1113,2040,42,slodycze,maly,1,0,21,20,35,-1,14,1,14
819,1066,2088,15,slodycze,sredni,1,1,20,35,75,15,55,15,55
328,1128,2030,4,przekaski,maly,0,0,28,15,15,-13,-13,13,13
382,1095,2078,6,slodycze,duzy,0,0,44,45,65,1,21,1,21
684,1048,2074,28,slodycze,duzy,1,0,57,60,60,3,3,3,3
116,1035,2077,25,przekaski,maly,1,1,11,20,25,9,14,9,14
256,1009,2051,27,napoje,maly,0,0,34,20,20,-14,-14,14,14
129,1028,2035,47,napoje,maly,0,0,25,25,20,0,-5,0,5
444,1013,2010,25,slodycze,dyskont,1,0,59,65,55,6,-4,6,4
724,1134,2085,44,nabial,sredni,0,0,18,25,25,7,7,7,7
323,1039,2002,29,nabial,dyskont,0,0,46,75,65,29,19,29,19
665,1023,2027,45,slodycze,sredni,0,0,21,15,30,-6,9,6,9
123,1023,2039,48,napoje,maly,0,0,24,15,25,-9,1,9,1
281,1079,2067,11,przekaski,sredni,0,0,16,40,35,24,19,24,19
591,1122,2003,42,nabial,maly,0,0,27,25,15,-2,-12,2,12
87,1064,2084,32,slodycze,dyskont,0,0,95,35,105,-60,10,60,10
51,1063,2022,37,nabial,dyskont,1,0,116,40,140,-76,24,76,24
872,1118,2043,42,napoje,sredni,1,0,68,70,35,2,-33,2,33
896,1137,2024,38,nabial,sredni,0,0,63,25,30,-38,-33,38,33
134,1038,2018,9,slodycze,duzy,1,0,138,105,110,-33,-28,33,28
194,1057,2057,1,nabial,sredni,0,0,36,40,35,4,-1,4,1
493,1094,2003,15,nabial,dyskont,0,0,154,80,95,-74,-59,74,59
507,1093,2014,15,napoje,sredni,0,0,68,35,60,-33,-8,33,8
528,1025,2016,11,napoje,duzy,0,0,127,85,115,-42,-12,42,12
895,1105,2077,28,napoje,sredni,1,0,91,60,60,-31,-31,31,31
574,1137,2046,49,napoje,dyskont,0,0,43,75,55,32,12,32,12
740,1071,2047,38,przekaski,maly,1,0,24,30,15,6,-9,6,9
411,1039,2017,16,slodycze,maly,0,1,8,5,20,-3,12,3,12
646,1039,2067,44,przekaski,maly,0,0,12,20,10,8,-2,8,2
205,1112,2037,14,nabial,sredni,0,1,39,20,45,-19,6,19,6
43,1100,2052,4,napoje,sredni,1,0,85,95,100,10,15,10,15
387,1050,2054,44,napoje,maly,1,0,0,30,60,30,60,30,60
552,1028,2081,14,nabial,duzy,0,0,25,80,105,55,80,55,80
187,1136,2005,18,slodycze,dyskont,0,0,96,100,130,4,34,4,34
837,1087,2041,2,przekaski,maly,0,0,21,10,15,-11,-6,11,6
768,1088,2061,43,nabial,duzy,0,0,82,65,35,-17,-47,17,47
849,1050,2051,26,przekaski,sredni,0,0,25,35,20,10,-5,10,5
73,1009,2081,26,napoje,sredni,1,0,65,60,40,-5,-25,5,25
211,1076,2006,40,przekaski,maly,0,0,11,10,10,-1,-1,1,1
2,1137,2015,27,chemia,dyskont,0,0,24,60,50,36,26,36,26
240,1005,2053,8,slodycze,maly,0,0,16,30,20,14,4,14,4
802,1095,2068,28,przekaski,maly,0,0,13,15,5,2,-8,2,8
616,1020,2061,10,slodycze,maly,0,0,9,20,15,11,6,11,6
176,1033,2089,1,przekaski,sredni,0,0,43,35,25,-8,-18,8,18
55,1077,2009,6,napoje,maly,0,0,30,30,30,0,0,0,0
192,1110,2015,46,slodycze,sredni,0,0,26,40,30,14,4,14,4
563,1087,2049,43,nabial,sredni,0,0,19,20,35,1,16,1,16
88,1079,2033,38,napoje,dyskont,0,0,208,95,80,-113,-128,113,128
694,1137,2071,31,napoje,maly,1,0,37,20,15,-17,-22,17,22
279,1125,2016,48,slodycze,duzy,0,0,60,70,45,10,-15,10,15
81,1075,2001,21,napoje,sredni,1,0,35,55,50,20,15,20,15
640,1100,2045,28,napoje,dyskont,0,0,86,120,140,34,54,34,54
485,1128,2074,8,slodycze,maly,0,0,24,30,15,6,-9,6,9
488,1129,2087,51,przekaski,sredni,0,0,66,40,25,-26,-41,26,41
56,1031,2037,23,napoje,sredni,0,0,80,45,60,-35,-20,35,20
363,1073,2021,47,napoje,maly,0,0,43,15,20,-28,-23,28,23
808,1118,2059,7,przekaski,sredni,1,0,30,45,55,15,25,15,25
222,1054,2064,5,slodycze,sredni,0,1,22,30,20,8,-2,8,2
16,1002,2009,47,napoje,maly,0,0,38,35,15,-3,-23,3,23
615,1020,2053,45,slodycze,sredni,0,0,33,25,35,-8,2,8,2
225,1131,2054,46,napoje,duzy,0,0,15,55,80,40,65,40,65
190,1124,2016,11,napoje,maly,0,0,23,20,25,-3,2,3,2
313,1109,2061,28,napoje,maly,0,0,17,20,30,3,13,3,13
311,1059,2006,41,slodycze,duzy,0,1,41,15,30,-26,-11,26,11
446,1098,2027,43,nabial,sredni,0,1,16,20,15,4,-1,4,1
742,1030,2011,28,przekaski,maly,0,0,9,10,10,1,1,1,1
627,1129,2063,21,przekaski,sredni,0,0,24,30,30,6,6,6,6
888,1107,2061,37,przekaski,duzy,0,0,20,25,45,5,25,5,25
100,1019,2078,12,napoje,sredni,0,0,368,60,55,-308,-313,308,313
502,1006,2056,26,slodycze,maly,0,0,0,20,75,20,75,20,75
508,1079,2083,5,slodycze,maly,0,0,10,25,25,15,15,15,15
169,1031,2077,47,przekaski,sredni,0,0,31,30,35,-1,4,1,4
424,1102,2062,22,przekaski,dyskont,0,0,26,85,35,59,9,59,9
730,1095,2009,27,przekaski,maly,0,0,17,20,25,3,8,3,8
38,1055,2016,52,przekaski,sredni,0,0,36,10,35,-26,-1,26,1
287,1097,2001,52,napoje,maly,0,0,23,10,30,-13,7,13,7
376,1049,2013,24,napoje,maly,0,0,31,25,30,-6,-1,6,1
215,1078,2010,42,nabial,sredni,0,0,22,30,20,8,-2,8,2
262,1077,2023,10,slodycze,duzy,0,0,22,55,70,33,48,33,48
695,1010,2008,43,napoje,dyskont,0,0,94,120,90,26,-4,26,4
139,1058,2049,50,nabial,maly,0,0,50,20,20,-30,-30,30,30
521,1001,2047,25,slodycze,sredni,0,0,38,25,25,-13,-13,13,13
568,1009,2004,25,napoje,dyskont,0,0,69,135,75,66,6,66,6
241,1132,2004,20,napoje,dyskont,0,0,0,245,220,245,220,245,220
291,1026,2013,34,slodycze,maly,0,0,22,25,15,3,-7,3,7
137,1051,2069,16,slodycze,sredni,0,0,82,20,40,-62,-42,62,42
560,1061,2066,26,slodycze,sredni,1,0,27,45,30,18,3,18,3
245,1013,2004,19,slodycze,sredni,1,0,46,50,40,4,-6,4,6
358,1048,2007,13,slodycze,duzy,0,0,40,35,45,-5,5,5,5
120,1137,2066,29,chemia,sredni,0,0,19,10,20,-9,1,9,1
42,1034,2047,44,napoje,duzy,0,0,30,110,60,80,30,80,30
4,1093,2054,26,slodycze,dyskont,1,0,88,130,55,42,-33,42,33
35,1079,2072,8,chemia,maly,0,0,14,10,15,-4,1,4,1
236,1123,2035,32,napoje,sredni,0,0,54,35,40,-19,-14,19,14
103,1037,2076,27,nabial,sredni,0,0,39,30,45,-9,6,9,6
495,1133,2016,26,napoje,duzy,0,0,55,105,75,50,20,50,20
497,1002,2027,10,napoje,sredni,0,0,52,35,35,-17,-17,17,17
757,1022,2017,7,slodycze,maly,0,0,24,15,20,-9,-4,9,4
110,1104,2046,42,chemia,maly,0,0,9,5,15,-4,6,4,6
793,1120,2081,49,napoje,maly,0,0,184,15,30,-169,-154,169,154
348,1105,2015,47,nabial,maly,0,0,8,20,20,12,12,12,12
634,1124,2089,46,nabial,dyskont,0,0,73,50,60,-23,-13,23,13
571,1081,2013,12,napoje,maly,0,0,25,40,35,15,10,15,10
184,1056,2021,20,nabial,maly,0,0,20,10,10,-10,-10,10,10
766,1066,2006,24,chemia,sredni,0,0,17,10,35,-7,18,7,18
290,1003,2066,23,nabial,sredni,0,1,30,20,20,-10,-10,10,10
628,1016,2024,38,przekaski,sredni,0,0,9,25,20,16,11,16,11
97,1004,2046,43,napoje,duzy,0,0,76,50,85,-26,9,26,9
798,1112,2081,9,napoje,maly,1,1,25,20,50,-5,25,5,25
752,1016,2073,39,nabial,maly,0,0,8,15,20,7,12,7,12
255,1132,2063,19,nabial,maly,0,0,11,30,20,19,9,19,9
272,1114,2087,51,napoje,maly,0,0,25,35,30,10,5,10,5
128,1054,2035,12,przekaski,dyskont,0,0,66,115,75,49,9,49,9
584,1098,2023,32,przekaski,maly,0,0,15,15,15,0,0,0,0
664,1139,2030,48,napoje,sredni,1,0,48,90,65,42,17,42,17
146,1130,2056,41,napoje,maly,0,0,17,25,25,8,8,8,8
690,1022,2043,5,slodycze,dyskont,1,0,330,145,70,-185,-260,185,260
386,1130,2050,48,chemia,sredni,0,1,5,15,15,10,10,10,10
526,1036,2008,6,nabial,maly,0,0,18,30,25,12,7,12,7
815,1117,2005,47,przekaski,duzy,0,0,12,55,30,43,18,43,18
582,1133,2081,32,przekaski,sredni,0,0,35,20,20,-15,-15,15,15
364,1001,2083,7,napoje,sredni,0,0,45,55,60,10,15,10,15
775,1028,2062,43,slodycze,maly,0,0,7,15,15,8,8,8,8
8,1095,2015,48,slodycze,duzy,0,0,50,65,45,15,-5,15,5
575,1107,2015,44,napoje,dyskont,1,0,68,175,160,107,92,107,92
806,1031,2027,7,nabial,maly,1,0,65,40,35,-25,-30,25,30
266,1005,2021,38,slodycze,maly,0,0,14,25,15,11,1,11,1
632,1036,2076,36,nabial,duzy,0,0,121,75,70,-46,-51,46,51
504,1045,2064,36,napoje,duzy,0,0,68,45,75,-23,7,23,7
890,1001,2071,48,napoje,maly,0,1,14,15,20,1,6,1,6
422,1060,2067,2,nabial,maly,0,0,14,10,25,-4,11,4,11
797,1104,2089,23,nabial,sredni,0,0,33,40,45,7,12,7,12
881,1109,2067,2,nabial,sredni,0,0,46,25,25,-21,-21,21,21
510,1091,2087,9,slodycze,maly,1,0,33,35,5,2,-28,2,28
191,1123,2065,32,slodycze,duzy,0,1,18,55,40,37,22,37,22
150,1069,2024,37,napoje,maly,0,0,20,20,25,0,5,0,5
141,1119,2054,30,przekaski,maly,1,0,22,0,30,-22,8,22,8
721,1105,2059,31,nabial,dyskont,1,0,101,130,150,29,49,29,49
729,1096,2016,32,napoje,duzy,1,0,155,35,125,-120,-30,120,30
65,1008,2084,2,nabial,maly,0,0,18,20,25,2,7,2,7
784,1075,2029,40,chemia,maly,0,0,30,5,15,-25,-15,25,15
449,1010,2024,11,nabial,dyskont,0,0,51,100,75,49,24,49,24
686,1035,2014,41,nabial,duzy,0,0,440,30,60,-410,-380,410,380
383,1134,2022,27,napoje,maly,0,0,27,45,20,18,-7,18,7
159,1043,2021,2,napoje,sredni,1,0,78,70,50,-8,-28,8,28
850,1051,2002,47,slodycze,sredni,0,0,24,30,20,6,-4,6,4
400,1036,2040,12,przekaski,maly,1,0,31,35,35,4,4,4,4
12,1085,2083,10,chemia,maly,0,0,9,15,10,6,1,6,1
13,1062,2017,41,slodycze,sredni,0,0,42,30,25,-12,-17,12,17
46,1063,2062,21,przekaski,duzy,0,0,48,70,60,22,12,22,12
770,1130,2034,46,przekaski,maly,1,0,42,20,25,-22,-17,22,17
716,1065,2074,14,nabial,duzy,0,0,81,105,80,24,-1,24,1
356,1088,2065,32,slodycze,duzy,0,0,65,65,45,0,-20,0,20
41,1099,2029,50,napoje,dyskont,0,0,123,95,60,-28,-63,28,63
898,1036,2011,29,napoje,sredni,0,0,35,30,45,-5,10,5,10
525,1052,2021,1,slodycze,duzy,0,0,15,60,40,45,25,45,25
345,1020,2051,28,napoje,sredni,0,0,43,40,30,-3,-13,3,13
803,1024,2050,11,napoje,maly,0,0,0,35,40,35,40,35,40
288,1035,2066,34,chemia,dyskont,0,1,32,35,25,3,-7,3,7
461,1114,2046,45,przekaski,dyskont,1,0,31,40,90,9,59,9,59
235,1071,2062,41,nabial,sredni,0,0,21,30,45,9,24,9,24
107,1048,2052,20,napoje,duzy,1,0,203,145,155,-58,-48,58,48
864,1072,2071,16,nabial,maly,0,0,25,25,20,0,-5,0,5
608,1050,2084,15,slodycze,duzy,0,0,80,80,65,0,-15,0,15
626,1034,2020,19,nabial,sredni,0,0,61,35,30,-26,-31,26,31
344,1083,2040,47,przekaski,sredni,1,0,74,45,45,-29,-29,29,29
36,1005,2002,25,przekaski,sredni,1,0,29,20,40,-9,11,9,11
706,1097,2029,45,napoje,maly,0,0,48,25,30,-23,-18,23,18
897,1041,2036,39,napoje,sredni,1,0,54,45,65,-9,11,9,11
384,1065,2081,32,napoje,dyskont,1,0,124,120,155,-4,31,4,31
157,1028,2022,17,napoje,sredni,0,0,27,35,50,8,23,8,23
151,1120,2010,29,przekaski,dyskont,0,0,71,75,55,4,-16,4,16
132,1100,2022,47,nabial,maly,0,0,29,25,15,-4,-14,4,14
753,1030,2045,27,chemia,duzy,0,0,25,60,50,35,25,35,25
682,1065,2005,37,nabial,maly,1,0,23,10,25,-13,2,13,2
321,1007,2007,27,przekaski,sredni,0,0,0,65,50,65,50,65,50
214,1123,2045,45,nabial,maly,0,1,0,10,35,10,35,10,35
11,1074,2087,35,slodycze,maly,0,0,26,10,15,-16,-11,16,11
277,1136,2021,20,napoje,duzy,0,0,94,95,105,1,11,1,11
838,1066,2009,33,napoje,maly,1,1,24,20,25,-4,1,4,1
780,1010,2009,50,nabial,maly,0,1,13,25,10,12,-3,12,3
886,1126,2086,37,przekaski,maly,0,0,9,5,15,-4,6,4,6
108,1014,2052,10,przekaski,sredni,0,0,25,25,25,0,0,0,0
315,1065,2034,38,nabial,maly,0,0,22,20,20,-2,-2,2,2
857,1086,2088,19,chemia,maly,0,0,12,10,10,-2,-2,2,2
583,1066,2084,2,napoje,maly,0,0,25,25,25,0,0,0,0
799,1077,2030,4,slodycze,sredni,1,0,54,55,30,1,-24,1,24
612,1064,2042,1,przekaski,duzy,0,0,64,45,40,-19,-24,19,24
346,1085,2066,10,slodycze,maly,0,0,43,35,10,-8,-33,8,33
347,1049,2020,10,przekaski,sredni,0,0,39,30,30,-9,-9,9,9
454,1039,2050,50,slodycze,duzy,0,0,0,70,90,70,90,70,90
95,1105,2013,35,chemia,sredni,0,0,27,10,20,-17,-7,17,7
642,1071,2058,35,napoje,sredni,0,0,43,20,55,-23,12,23,12
728,1006,2016,32,chemia,maly,0,0,15,15,10,0,-5,0,5
476,1045,2064,16,nabial,maly,0,0,0,20,65,20,65,20,65
599,1081,2076,40,napoje,sredni,0,0,36,20,35,-16,-1,16,1
883,1112,2054,50,przekaski,sredni,1,0,24,50,45,26,21,26,21
856,1076,2034,50,napoje,duzy,0,0,30,110,70,80,40,80,40
537,1036,2039,7,nabial,duzy,0,1,35,65,55,30,20,30,20
407,1027,2036,11,przekaski,duzy,0,0,55,30,45,-25,-10,25,10
404,1041,2054,3,napoje,duzy,0,0,69,85,80,16,11,16,11
715,1019,2053,30,nabial,maly,0,0,7,15,20,8,13,8,13
64,1117,2036,7,nabial,duzy,0,0,26,75,90,49,64,49,64
82,1079,2040,13,chemia,maly,0,0,11,20,15,9,4,9,4
319,1069,2068,47,napoje,maly,0,0,31,30,25,-1,-6,1,6
761,1119,2043,28,slodycze,sredni,0,1,120,20,15,-100,-105,100,105
573,1008,2068,27,chemia,sredni,0,0,8,20,20,12,12,12,12
171,1031,2006,38,nabial,sredni,0,0,17,40,25,23,8,23,8
278,1078,2012,32,przekaski,maly,0,0,9,5,15,-4,6,4,6
577,1036,2064,39,nabial,dyskont,1,0,113,85,110,-28,-3,28,3
551,1075,2088,8,slodycze,sredni,0,0,34,30,30,-4,-4,4,4
374,1109,2038,25,slodycze,maly,0,0,12,25,15,13,3,13,3
726,1107,2054,7,przekaski,duzy,1,0,57,45,85,-12,28,12,28
822,1135,2089,34,napoje,sredni,0,0,17,45,45,28,28,28,28
587,1049,2046,18,napoje,duzy,1,0,121,115,180,-6,59,6,59
249,1107,2083,6,napoje,dyskont,0,0,137,180,145,43,8,43,8
300,1106,2035,22,nabial,dyskont,0,0,91,125,60,34,-31,34,31
303,1125,2001,22,napoje,dyskont,0,0,228,65,135,-163,-93,163,93
840,1053,2011,46,chemia,sredni,1,0,40,20,30,-20,-10,20,10
559,1086,2029,51,slodycze,sredni,0,0,34,35,25,1,-9,1,9
494,1074,2047,32,napoje,dyskont,0,0,0,115,60,115,60,115,60
5,1126,2042,17,napoje,sredni,0,0,36,50,50,14,14,14,14
601,1058,2010,20,chemia,sredni,0,0,36,15,15,-21,-21,21,21
565,1081,2024,35,napoje,maly,0,0,17,30,30,13,13,13,13
489,1052,2023,5,slodycze,duzy,0,0,22,35,70,13,48,13,48
512,1083,2063,28,napoje,sredni,0,0,67,25,45,-42,-22,42,22
866,1119,2004,26,nabial,dyskont,0,0,37,60,65,23,28,23,28
545,1096,2043,47,napoje,sredni,0,0,54,45,50,-9,-4,9,4
623,1077,2002,32,nabial,sredni,0,0,17,35,20,18,3,18,3
651,1065,2012,26,slodycze,maly,1,0,14,45,25,31,11,31,11
220,1086,2046,52,nabial,duzy,0,0,49,70,110,21,61,21,61
138,1090,2085,19,przekaski,dyskont,0,0,33,5,70,-28,37,28,37
810,1074,2069,48,przekaski,dyskont,0,0,89,30,70,-59,-19,59,19
828,1103,2003,3,slodycze,duzy,1,0,50,110,85,60,35,60,35
47,1034,2087,12,slodycze,sredni,1,1,14,30,25,16,11,16,11
689,1112,2035,22,chemia,sredni,0,0,23,25,40,2,17,2,17
498,1047,2041,43,napoje,sredni,0,0,87,40,45,-47,-42,47,42
351,1086,2047,32,napoje,duzy,0,0,78,25,60,-53,-18,53,18
556,1046,2054,36,napoje,maly,0,0,31,35,15,4,-16,4,16
395,1047,2032,35,slodycze,sredni,0,0,11,25,15,14,4,14,4
437,1011,2019,51,przekaski,sredni,0,1,11,25,15,14,4,14,4
566,1065,2007,4,nabial,dyskont,0,0,115,80,110,-35,-5,35,5
465,1002,2041,35,przekaski,sredni,0,0,16,35,30,19,14,19,14
456,1074,2045,35,slodycze,duzy,0,0,69,35,55,-34,-14,34,14
342,1102,2018,23,nabial,dyskont,0,0,100,70,95,-30,-5,30,5
181,1104,2039,43,slodycze,sredni,0,0,22,30,30,8,8,8,8
517,1091,2024,9,napoje,duzy,0,1,49,75,135,26,86,26,86
871,1099,2005,47,przekaski,sredni,0,0,26,10,25,-16,-1,16,1
743,1043,2076,3,napoje,duzy,0,1,73,75,45,2,-28,2,28
327,1119,2004,39,slodycze,sredni,0,0,32,30,45,-2,13,2,13
66,1057,2038,10,slodycze,maly,1,0,36,25,25,-11,-11,11,11
723,1041,2063,27,slodycze,sredni,1,0,29,40,35,11,6,11,6
170,1098,2075,18,napoje,maly,0,0,22,45,30,23,8,23,8
675,1054,2042,14,napoje,sredni,1,0,0,70,265,70,265,70,265
371,1075,2047,21,napoje,dyskont,0,0,105,80,145,-25,40,25,40
10,1026,2088,11,slodycze,sredni,0,0,47,35,20,-12,-27,12,27
687,1042,2069,28,nabial,sredni,1,0,105,70,55,-35,-50,35,50
539,1123,2001,33,slodycze,dyskont,0,0,92,40,65,-52,-27,52,27
179,1028,2059,19,slodycze,duzy,0,0,62,10,50,-52,-12,52,12
821,1059,2041,26,chemia,maly,0,0,39,10,10,-29,-29,29,29
843,1054,2079,4,chemia,sredni,0,0,16,30,25,14,9,14,9
164,1022,2062,45,chemia,dyskont,0,0,42,45,45,3,3,3,3
590,1057,2033,50,napoje,maly,0,0,17,25,35,8,18,8,18
858,1039,2084,4,slodycze,maly,1,0,41,30,20,-11,-21,11,21
532,1041,2076,31,chemia,duzy,0,0,39,25,25,-14,-14,14,14
218,1089,2024,8,chemia,maly,0,0,17,15,15,-2,-2,2,2
688,1111,2031,41,slodycze,maly,0,1,9,5,10,-4,1,4,1
592,1070,2020,16,slodycze,maly,0,0,18,25,25,7,7,7,7
741,1042,2012,19,nabial,sredni,0,0,41,40,40,-1,-1,1,1
754,1071,2039,42,slodycze,maly,0,0,7,25,15,18,8,18,8
662,1099,2083,8,nabial,maly,1,0,52,65,40,13,-12,13,12
94,1124,2002,29,przekaski,maly,0,0,16,5,15,-11,-1,11,1
309,1109,2061,2,napoje,sredni,0,0,58,55,60,-3,2,3,2
877,1081,2018,15,nabial,maly,0,0,43,30,30,-13,-13,13,13
547,1038,2073,28,slodycze,dyskont,0,0,55,75,60,20,5,20,5
703,1075,2010,1,napoje,sredni,1,0,54,15,55,-39,1,39,1
111,1063,2044,2,nabial,sredni,0,0,47,60,30,13,-17,13,17
853,1014,2070,13,przekaski,maly,0,0,21,20,15,-1,-6,1,6
704,1007,2001,3,napoje,dyskont,0,0,120,135,65,15,-55,15,55
792,1010,2036,6,przekaski,sredni,0,0,20,30,15,10,-5,10,5
121,1011,2033,7,nabial,sredni,0,0,33,30,45,-3,12,3,12
663,1077,2080,38,nabial,sredni,0,0,24,30,40,6,16,6,16
143,1132,2088,27,nabial,maly,0,0,32,10,25,-22,-7,22,7
396,1138,2039,3,nabial,maly,1,0,20,40,40,20,20,20,20
296,1028,2007,18,napoje,sredni,0,0,49,60,50,11,1,11,1
377,1103,2069,1,przekaski,duzy,1,0,75,40,65,-35,-10,35,10
717,1046,2030,50,napoje,maly,1,0,48,35,35,-13,-13,13,13
513,1038,2001,6,chemia,duzy,0,0,38,15,40,-23,2,23,2
336,1136,2056,50,slodycze,duzy,0,0,74,35,50,-39,-24,39,24
457,1095,2075,14,slodycze,maly,0,0,16,20,20,4,4,4,4
818,1099,2020,14,slodycze,maly,0,0,23,25,30,2,7,2,7
177,1114,2002,30,slodycze,duzy,0,0,38,40,15,2,-23,2,23
232,1028,2031,2,przekaski,sredni,0,0,26,30,40,4,14,4,14
302,1082,2080,28,nabial,duzy,0,0,47,55,75,8,28,8,28
777,1053,2002,39,napoje,dyskont,0,0,55,115,60,60,5,60,5
668,1134,2054,3,slodycze,duzy,1,0,67,60,115,-7,48,7,48
451,1023,2071,16,nabial,maly,0,0,24,25,20,1,-4,1,4
811,1132,2013,35,slodycze,sredni,0,0,22,25,20,3,-2,3,2
186,1016,2041,45,slodycze,sredni,0,0,14,30,35,16,21,16,21
659,1139,2079,41,slodycze,sredni,0,0,18,25,35,7,17,7,17
460,1115,2032,37,napoje,duzy,0,0,37,90,80,53,43,53,43
472,1014,2017,1,napoje,sredni,0,0,30,45,45,15,15,15,15
341,1041,2073,14,przekaski,maly,0,0,17,25,20,8,3,8,3
69,1091,2077,34,napoje,sredni,0,1,11,25,25,14,14,14,14
343,1036,2076,34,chemia,sredni,0,1,0,5,35,5,35,5,35
794,1132,2088,2,przekaski,maly,1,0,19,20,20,1,1,1,1
105,1036,2058,2,napoje,maly,0,0,17,30,30,13,13,13,13
522,1078,2024,30,chemia,duzy,0,0,22,30,35,8,13,8,13
778,1040,2083,27,nabial,maly,0,0,21,15,25,-6,4,6,4
774,1015,2031,48,napoje,sredni,1,0,50,75,60,25,10,25,10
167,1055,2025,7,napoje,duzy,0,0,42,55,115,13,73,13,73
660,1010,2077,27,nabial,maly,0,1,9,15,15,6,6,6,6
759,1030,2085,40,nabial,dyskont,0,0,85,105,75,20,-10,20,10
14,1101,2086,24,napoje,maly,0,0,19,30,30,11,11,11,11
714,1100,2046,51,chemia,maly,0,0,24,5,10,-19,-14,19,14
633,1001,2087,42,nabial,sredni,1,0,29,55,35,26,6,26,6
735,1021,2089,22,przekaski,sredni,0,0,30,30,35,0,5,0,5
224,1045,2026,34,chemia,duzy,0,0,31,30,25,-1,-6,1,6
239,1095,2075,28,nabial,duzy,0,0,55,55,65,0,10,0,10
549,1043,2067,11,nabial,duzy,1,1,69,35,100,-34,31,34,31
229,1062,2033,12,nabial,duzy,0,0,0,100,120,100,120,100,120
581,1047,2037,52,przekaski,dyskont,0,0,75,100,90,25,15,25,15
268,1039,2046,22,slodycze,dyskont,0,0,93,50,60,-43,-33,43,33
353,1076,2064,43,slodycze,duzy,0,0,33,35,45,2,12,2,12
445,1017,2070,45,napoje,sredni,0,0,52,30,50,-22,-2,22,2
631,1011,2089,6,nabial,maly,0,1,18,15,15,-3,-3,3,3
130,1072,2066,44,napoje,sredni,0,0,54,55,45,1,-9,1,9
595,1113,2045,19,napoje,maly,0,0,28,30,35,2,7,2,7
692,1004,2063,38,nabial,dyskont,0,0,22,105,85,83,63,83,63
827,1053,2075,24,przekaski,duzy,0,0,65,55,45,-10,-20,10,20
398,1112,2024,18,nabial,maly,1,0,61,30,30,-31,-31,31,31
68,1065,2060,14,chemia,duzy,0,0,28,35,40,7,12,7,12
870,1002,2071,10,napoje,maly,0,0,120,25,20,-95,-100,95,100
463,1065,2053,13,przekaski,maly,1,0,25,25,30,0,5,0,5
558,1082,2062,24,nabial,dyskont,0,0,67,80,100,13,33,13,33
836,1102,2041,23,przekaski,sredni,0,0,0,55,75,55,75,55,75
298,1083,2055,5,nabial,maly,1,0,21,55,40,34,19,34,19
408,1125,2072,49,slodycze,maly,1,0,0,25,45,25,45,25,45
242,1012,2055,25,chemia,maly,1,0,5,15,15,10,10,10,10
869,1084,2060,29,slodycze,sredni,0,0,31,30,35,-1,4,1,4
705,1060,2047,36,napoje,maly,0,0,13,25,25,12,12,12,12
737,1017,2036,2,slodycze,sredni,0,0,42,25,25,-17,-17,17,17
477,1109,2021,1,slodycze,sredni,0,0,0,50,135,50,135,50,135
666,1099,2004,22,przekaski,maly,1,0,11,5,20,-6,9,6,9
831,1133,2004,48,slodycze,maly,1,0,7,15,25,8,18,8,18
700,1075,2017,18,chemia,dyskont,0,0,104,90,40,-14,-64,14,64
455,1016,2067,43,napoje,duzy,0,0,26,85,75,59,49,59,49
435,1106,2026,26,nabial,sredni,0,0,32,20,25,-12,-7,12,7
